"InitiatedBy","SessionName","SessionStartTime","ItemName","ItemSize","SourceName","LogEntryID","LogDetail","LogItemCreationTime","LogItemEndTime","SessionStatus","SessionResult","ProcessedObjects"
"USDEMO\Joseph.Tucker","Exchange restore (Job: Office 365 Suite to Blob - 4/20/2020 6:11:10 PM)","4/21/2020 10:07:11 AM","svc-vbr is inviting you to collaborate on Sales site collection","217651","Jon Snow\Inbox","2","Item svc-vbr is inviting you to collaborate on Sales site collection was opened successfully (type: IPM.Note; source: Jon Snow\Inbox; target: Jon Snow\Inbox)","4/21/2020 10:09:12 AM","4/21/2020 10:09:12 AM","Stopped","Success","3"
"USDEMO\Joseph.Tucker","Exchange restore (Job: Office 365 Suite to Blob - 4/20/2020 6:11:10 PM)","4/21/2020 10:07:11 AM","Winter is Coming! ","949716","Jon Snow\Inbox","3","Item Winter is Coming!  was opened successfully (type: IPM.Note; source: Jon Snow\Inbox; target: Jon Snow\Inbox)","4/21/2020 10:09:21 AM","4/21/2020 10:09:21 AM","Stopped","Success","3"
"USDEMO\Dave.Byers","Exchange restore (Job: Exchange 2016 to On Prem - 4/16/2020 6:02:10 PM)","4/17/2020 12:00:49 PM","Your mailbox is full","14284","Dave Byers\Inbox","1","Item Your mailbox is full was opened successfully (type: IPM.Note.StorageQuotaWarning.SendReceive; source: Dave Byers\Inbox; target: Dave Byers\Inbox)","4/17/2020 12:01:18 PM","4/17/2020 12:01:18 PM","Stopped","Success","1"
"USDEMO\joshua.shapiro","Exchange restore (Job: Exchange 2016 to On Prem - 4/9/2020 6:01:41 PM)","4/16/2020 3:27:24 PM","[Success] Backup Copy Job 1 (1 machines) ","20753","Beason Wilkes\Inbox","1","Item [Success] Backup Copy Job 1 (1 machines)  was opened successfully (type: IPM.Note; source: Beason Wilkes\Inbox; target: Beason Wilkes\Inbox)","4/16/2020 3:28:12 PM","4/16/2020 3:28:12 PM","Stopped","Success","1"
"USDEMO\joshua.shapiro","Exchange restore (Entire organization - 4/8/2020 6:21:15 PM)","4/15/2020 12:14:43 PM","Untitled","19620","Jon Snow\Conversation History\Team Chat","1","Item Untitled was opened successfully (type: IPM.SkypeTeams.Message; source: Jon Snow\Conversation History\Team Chat; target: Jon Snow\Conversation History\Team Chat)","4/15/2020 12:15:49 PM","4/15/2020 12:15:49 PM","Stopped","Success","2"
"USDEMO\joshua.shapiro","Exchange restore (Entire organization - 4/8/2020 6:21:15 PM)","4/15/2020 12:14:43 PM","[Success] ATLOSEEAST - Linux (1 machines) 0 Issues","19737","Jon Snow\Inbox","2","Item [Success] ATLOSEEAST - Linux (1 machines) 0 Issues was opened successfully (type: IPM.Note; source: Jon Snow\Inbox; target: Jon Snow\Inbox)","4/15/2020 12:16:31 PM","4/15/2020 12:16:31 PM","Stopped","Success","2"
"USDEMO\Dustin.Dasal","Exchange restore (Job: Office 365 Suite to Blob - 4/14/2020 6:17:03 PM)","4/15/2020 11:57:40 AM","You have been added to a team in Microsoft Teams","117873","Arya Stark\Inbox","1","Item You have been added to a team in Microsoft Teams was opened successfully (type: IPM.Note; source: Arya Stark\Inbox; target: Arya Stark\Inbox)","4/15/2020 11:58:27 AM","4/15/2020 11:58:27 AM","Stopped","Success","1"
"USDEMO\joshua.shapiro","Exchange restore (Job: Exchange 2016 to On Prem - 4/7/2020 6:02:21 PM)","4/14/2020 11:11:16 AM","[Veeam ONE Monitor] Alarm - Backup job state for ATLOSECENTRAL has been changed to Warning (previous state: Warning)","19095","Beason Wilkes\Inbox","1","Item [Veeam ONE Monitor] Alarm - Backup job state for ATLOSECENTRAL has been changed to Warning (previous state: Warning) was opened successfully (type: IPM.Note; source: Beason Wilkes\Inbox; target: Beason Wilkes\Inbox)","4/14/2020 11:12:20 AM","4/14/2020 11:12:20 AM","Stopped","Success","1"
"USDEMO\joshua.shapiro","Exchange restore (Job: Office 365 Suite to Blob - 3/31/2020 6:17:11 PM)","4/9/2020 12:15:09 PM","Scale-out Backup Repository: SOBR + S3 Bucket","23515","Jon Snow\Inbox","1","Item Scale-out Backup Repository: SOBR + S3 Bucket was opened successfully (type: IPM.Note; source: Jon Snow\Inbox; target: Jon Snow\Inbox)","4/9/2020 12:15:45 PM","4/9/2020 12:15:45 PM","Stopped","Success","1"
"USDEMO\joshua.shapiro","Exchange restore (Entire organization - 4/1/2020 6:15:09 PM)","4/8/2020 2:20:54 PM","Untitled","20812","Jon Snow\Conversation History\Team Chat","1","Item Untitled was opened successfully (type: IPM.SkypeTeams.Message; source: Jon Snow\Conversation History\Team Chat; target: Jon Snow\Conversation History\Team Chat)","4/8/2020 2:21:29 PM","4/8/2020 2:21:29 PM","Stopped","Success","2"
"USDEMO\joshua.shapiro","Exchange restore (Entire organization - 4/1/2020 6:15:09 PM)","4/8/2020 2:20:54 PM","[Success] VMware - Veeam Explorers (3 machines) ","26636","Jon Snow\Inbox","2","Item [Success] VMware - Veeam Explorers (3 machines)  was opened successfully (type: IPM.Note; source: Jon Snow\Inbox; target: Jon Snow\Inbox)","4/8/2020 2:22:13 PM","4/8/2020 2:22:13 PM","Stopped","Success","2"
"USDEMO\Esteve.Nobime","Exchange restore (Entire organization - 4/6/2020 6:01:14 PM)","4/7/2020 11:10:47 AM","You've joined the Real Estate group","372536","Arya Stark\Archive","1","Item You've joined the Real Estate group was opened successfully (type: IPM.Note.GroupMailbox.WelcomeEmail; source: Arya Stark\Archive; target: Arya Stark\Archive)","4/7/2020 11:11:19 AM","4/7/2020 11:11:19 AM","Stopped","Success","1"
"USDEMO\Dave.Byers","Exchange restore (Job: Exchange 2016 to On Prem - 4/5/2020 6:01:50 PM)","4/6/2020 11:41:48 AM","[Veeam ONE Monitor] Alarm - Backup job state for ATLISECENTRAL has been changed to Error (previous state: Warning)","19358","Dave Byers\Inbox","1","Item [Veeam ONE Monitor] Alarm - Backup job state for ATLISECENTRAL has been changed to Error (previous state: Warning) was opened successfully (type: IPM.Note; source: Dave Byers\Inbox; target: Dave Byers\Inbox)","4/6/2020 11:43:10 AM","4/6/2020 11:43:10 AM","Stopped","Success","1"
"USDEMO\Joseph.Tucker","Exchange restore (Job: Exchange 2016 to On Prem - 3/31/2020 6:01:47 PM)","4/1/2020 1:32:44 PM","Your mailbox is full","14416","Alex Pelissier\Inbox","1","Item Your mailbox is full was opened successfully (type: IPM.Note.StorageQuotaWarning.SendReceive; source: Alex Pelissier\Inbox; target: Alex Pelissier\Inbox)","4/1/2020 1:33:58 PM","4/1/2020 1:33:58 PM","Stopped","Success","6"
"USDEMO\Joseph.Tucker","Exchange restore (Job: Exchange 2016 to On Prem - 3/31/2020 6:01:47 PM)","4/1/2020 1:32:44 PM","Demo","18770","Tyler Ramby\Inbox","2","Item Demo was opened successfully (type: IPM.Note; source: Tyler Ramby\Inbox; target: Tyler Ramby\Inbox)","4/1/2020 1:35:16 PM","4/1/2020 1:35:16 PM","Stopped","Success","6"
"USDEMO\Joseph.Tucker","Exchange restore (Job: Exchange 2016 to On Prem - 3/31/2020 6:01:47 PM)","4/1/2020 1:32:44 PM","[Veeam ONE Monitor] Alarm - Backup Copy job state for ATLISECENTRAL has been changed to Error (previous state: Error)","19470","Blake von Brockdorff\Inbox","3","Item [Veeam ONE Monitor] Alarm - Backup Copy job state for ATLISECENTRAL has been changed to Error (previous state: Error) was opened successfully (type: IPM.Note; source: Blake von Brockdorff\Inbox; target: Blake von Brockdorff\Inbox)","4/1/2020 1:35:54 PM","4/1/2020 1:35:54 PM","Stopped","Success","6"
"USDEMO\Joseph.Tucker","Exchange restore (Job: Exchange 2016 to On Prem - 3/31/2020 6:01:47 PM)","4/1/2020 1:32:44 PM","[Warning] VMware - Veeam Explorers (3 machines) 3 warnings","24232","Blake von Brockdorff\Inbox","4","Item [Warning] VMware - Veeam Explorers (3 machines) 3 warnings was opened successfully (type: IPM.Note; source: Blake von Brockdorff\Inbox; target: Blake von Brockdorff\Inbox)","4/1/2020 1:36:15 PM","4/1/2020 1:36:15 PM","Stopped","Success","6"
"USDEMO\Joseph.Tucker","Exchange restore (Job: Exchange 2016 to On Prem - 3/31/2020 6:01:47 PM)","4/1/2020 1:32:44 PM","[Success] Backup Configuration Job (1 machines) ","18864","Blake von Brockdorff\Inbox","5","Item [Success] Backup Configuration Job (1 machines)  was opened successfully (type: IPM.Note; source: Blake von Brockdorff\Inbox; target: Blake von Brockdorff\Inbox)","4/1/2020 1:36:25 PM","4/1/2020 1:36:25 PM","Stopped","Success","6"
"USDEMO\Esteve.Nobime","Exchange restore (Entire organization - 3/30/2020 12:03:27 PM)","3/30/2020 2:15:23 PM","svc-vbr is inviting you to collaborate on Support site collection","218585","Arya Stark\Archive","1","Item svc-vbr is inviting you to collaborate on Support site collection was opened successfully (type: IPM.Note; source: Arya Stark\Archive; target: Arya Stark\Archive)","3/30/2020 2:17:00 PM","3/30/2020 2:17:00 PM","Stopped","Success","1"
"USDEMO\Sean.Anaya","Exchange restore (Job: Office 365 Suite to Blob - 3/30/2020 8:57:41 AM)","3/30/2020 11:39:25 AM","Untitled","21882","Daenerys Targaryen\Conversation History\Team Chat","1","Item Untitled was opened successfully (type: IPM.SkypeTeams.Message; source: Daenerys Targaryen\Conversation History\Team Chat; target: Daenerys Targaryen\Conversation History\Team Chat)","3/30/2020 11:39:47 AM","3/30/2020 11:39:47 AM","Stopped","Success","2"
"USDEMO\Sean.Anaya","Exchange restore (Job: Office 365 Suite to Blob - 3/30/2020 8:57:41 AM)","3/30/2020 11:39:25 AM","Untitled","19617","Daenerys Targaryen\Conversation History\Team Chat","2","Item Untitled was opened successfully (type: IPM.SkypeTeams.Message; source: Daenerys Targaryen\Conversation History\Team Chat; target: Daenerys Targaryen\Conversation History\Team Chat)","3/30/2020 11:39:50 AM","3/30/2020 11:39:50 AM","Stopped","Success","2"
